date_received,product,sub_product,issue,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,complaint_id,client_id
07-07-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,07-07-2015,Closed with non-monetary relief,Yes,CR1455578,2688
07-07-2015,Credit card,Loan account,Transaction issue,Web,07-07-2015,Closed with explanation,Yes,CR1454331,3496
07-07-2015,Credit card,Loan account,Rewards,Web,07-07-2015,Closed with non-monetary relief,Yes,CR1454659,2164
07-07-2015,Credit card,Loan account,Advertising and marketing,Web,07-07-2015,Closed with explanation,Yes,CR1455695,3963
07-07-2015,Credit card,Loan account,Billing disputes,Web,21-07-2015,Closed with explanation,Yes,CR1454528,4770
07-07-2015,Credit card,Loan account,Billing disputes,Web,09-07-2015,Closed with monetary relief,Yes,CR1453929,2985
07-07-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,07-07-2015,Closed with explanation,Yes,CR1455128,2228
06-07-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,10-07-2015,Closed with explanation,Yes,CR1452728,2708
06-07-2015,Bank account or service,Checking account,Using a debit or ATM card,Web,06-07-2015,Closed with explanation,Yes,CR1452844,763
06-07-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,06-07-2015,Closed with explanation,Yes,CR1453626,2113
06-07-2015,Credit card,Loan account,APR or interest rate,Web,06-07-2015,Closed with monetary relief,Yes,CR1453076,3606
06-07-2015,Credit card,Loan account,Closing/Cancelling account,Web,06-07-2015,Closed with explanation,Yes,CR1452255,7843
06-07-2015,Credit card,Loan account,Customer service / Customer relations,Web,10-07-2015,Closed with non-monetary relief,Yes,CR1453476,4586
06-07-2015,Credit card,Loan account,Billing disputes,Web,10-07-2015,Closed with explanation,Yes,CR1452199,4941
06-07-2015,Credit card,Loan account,Other,Web,08-07-2015,Closed with monetary relief,Yes,CR1452978,4493
06-07-2015,Credit card,Loan account,Billing disputes,Web,06-07-2015,Closed with explanation,Yes,CR1453251,4929
05-07-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,05-07-2015,Closed with explanation,Yes,CR1451412,11683
04-07-2015,Bank account or service,Checking account,"Making/receiving payments, sending money",Web,04-07-2015,Closed with explanation,Yes,CR1451244,1594
04-07-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,04-07-2015,Closed with monetary relief,Yes,CR1451188,854
04-07-2015,Credit card,Loan account,Closing/Cancelling account,Web,09-07-2015,Closed with explanation,Yes,CR1451276,9273
04-07-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,04-07-2015,Closed with explanation,Yes,CR1451237,1168
04-07-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,04-07-2015,Closed with explanation,Yes,CR1451207,4268
03-07-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,03-07-2015,Closed with monetary relief,Yes,CR1450905,4194
03-07-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,03-07-2015,Closed with non-monetary relief,Yes,CR1450890,4807
03-07-2015,Bank account or service,Cashing a check without an account,"Making/receiving payments, sending money",Web,04-07-2015,Closed with explanation,Yes,CR1450785,1485
03-07-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,03-07-2015,Closed with explanation,Yes,CR1450858,4202
03-07-2015,Bank account or service,Checking account,Using a debit or ATM card,Web,03-07-2015,Closed with explanation,Yes,CR1451009,1504
03-07-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,03-07-2015,Closed with explanation,Yes,CR1450754,5318
03-07-2015,Credit card,Loan account,Credit line increase/decrease,Web,03-07-2015,Closed with explanation,Yes,CR1450617,1018
03-07-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,03-07-2015,Closed with monetary relief,Yes,CR1450842,3194
03-07-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,03-07-2015,Closed with explanation,Yes,CR1450719,2090
03-07-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,05-07-2015,Closed with explanation,Yes,CR1450999,5318
03-07-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,03-07-2015,Closed with explanation,Yes,CR1450614,10798
02-07-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,02-07-2015,Closed with monetary relief,Yes,CR1449390,1605
02-07-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,02-07-2015,Closed with non-monetary relief,Yes,CR1448678,3188
02-07-2015,Bank account or service,Cashing a check without an account,Deposits and withdrawals,Web,02-07-2015,Closed with explanation,Yes,CR1448856,4284
02-07-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,02-07-2015,Closed with monetary relief,Yes,CR1449658,5395
02-07-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,02-07-2015,Closed with explanation,Yes,CR1448831,3550
01-07-2015,Bank account or service,Other bank product/service,Problems caused by my funds being low,Web,01-07-2015,Closed with monetary relief,Yes,CR1446673,2115
01-07-2015,Credit card,Loan account,Billing disputes,Web,01-07-2015,Closed with explanation,Yes,CR1446555,680
01-07-2015,Credit card,Loan account,Closing/Cancelling account,Web,01-07-2015,Closed with non-monetary relief,Yes,CR1448792,1076
01-07-2015,Credit card,Loan account,Transaction issue,Web,01-07-2015,Closed with explanation,Yes,CR1448776,2189
01-07-2015,Credit card,Loan account,Application processing delay,Web,01-07-2015,Closed with explanation,Yes,CR1446623,2560
01-07-2015,Credit card,Loan account,Credit line increase/decrease,Web,02-07-2015,Closed with explanation,Yes,CR1450395,3903
01-07-2015,Credit card,Loan account,Other,Web,13-07-2015,Closed with explanation,Yes,CR1447942,2978
01-07-2015,Credit card,Loan account,Billing disputes,Web,08-07-2015,Closed with explanation,Yes,CR1447963,1006
01-07-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,01-07-2015,Closed with non-monetary relief,Yes,CR1446626,1233
01-07-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,01-07-2015,Closed with monetary relief,Yes,CR1448139,3901
01-07-2015,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",Web,01-07-2015,Closed with explanation,Yes,CR1446696,3580
30-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,30-06-2015,Closed with monetary relief,Yes,CR1445539,3156
30-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,30-06-2015,Closed with monetary relief,Yes,CR1445775,3235
30-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,30-06-2015,Closed with explanation,Yes,CR1444415,2810
30-06-2015,Credit card,Loan account,Delinquent account,Web,19-07-2015,Closed with explanation,Yes,CR1445819,291
30-06-2015,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Web,30-06-2015,Closed with explanation,Yes,CR1444751,533
30-06-2015,Credit card,Loan account,Closing/Cancelling account,Web,30-06-2015,Closed with explanation,Yes,CR1444387,1841
30-06-2015,Credit card,Loan account,Billing disputes,Web,30-06-2015,Closed with explanation,Yes,CR1445431,1496
30-06-2015,Bank account or service,Other bank product/service,Problems caused by my funds being low,Web,30-06-2015,Closed with monetary relief,Yes,CR1445009,2005
30-06-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,30-06-2015,Closed with monetary relief,Yes,CR1445548,210
30-06-2015,Credit card,Loan account,Billing statement,Web,30-06-2015,Closed with explanation,Yes,CR1444838,3174
30-06-2015,Credit card,Loan account,Other,Web,01-07-2015,Closed with explanation,Yes,CR1445354,3595
30-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,01-07-2015,Closed with non-monetary relief,Yes,CR1445241,4595
30-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,30-06-2015,Closed with explanation,Yes,CR1446105,4682
29-06-2015,Bank account or service,Other bank product/service,Deposits and withdrawals,Web,07-07-2015,Closed with explanation,Yes,CR1443307,3368
29-06-2015,Credit card,Loan account,Customer service / Customer relations,Web,30-06-2015,Closed with explanation,Yes,CR1442045,100
29-06-2015,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",Web,29-06-2015,Closed with explanation,Yes,CR1441966,4624
29-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,29-06-2015,Closed with monetary relief,Yes,CR1441860,10198
29-06-2015,Credit card,Loan account,Other fee,Web,29-06-2015,Closed with monetary relief,Yes,CR1442996,3317
29-06-2015,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Web,29-06-2015,Closed with monetary relief,Yes,CR1444283,1554
29-06-2015,Credit card,Loan account,Other,Web,01-07-2015,Closed with explanation,Yes,CR1443772,4821
29-06-2015,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Web,29-06-2015,Closed with explanation,Yes,CR1442254,9403
29-06-2015,Credit card,Loan account,Closing/Cancelling account,Web,29-06-2015,Closed with explanation,Yes,CR1442023,6485
29-06-2015,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",Web,29-06-2015,Closed with explanation,Yes,CR1443421,2420
29-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,29-06-2015,Closed with explanation,Yes,CR1443759,314
28-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,28-06-2015,Closed with explanation,Yes,CR1441757,1079
28-06-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,30-06-2015,Closed with explanation,Yes,CR1441733,156
28-06-2015,Bank account or service,Other bank product/service,Deposits and withdrawals,Web,28-06-2015,Closed with explanation,Yes,CR1441653,1161
28-06-2015,Credit card,Loan account,Balance transfer fee,Web,28-06-2015,Closed with monetary relief,Yes,CR1441679,806
28-06-2015,Credit card,Loan account,Other fee,Web,28-06-2015,Closed with monetary relief,Yes,CR1441627,1000
28-06-2015,Bank account or service,Checking account,"Making/receiving payments, sending money",Web,28-06-2015,Closed with monetary relief,Yes,CR1441616,4018
27-06-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,27-06-2015,Closed with explanation,Yes,CR1441411,2383
27-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,27-06-2015,Closed with explanation,Yes,CR1441425,5606
27-06-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,27-06-2015,Closed with monetary relief,Yes,CR1441410,9457
27-06-2015,Credit card,Loan account,Payoff process,Web,27-06-2015,Closed with non-monetary relief,Yes,CR1441361,895
27-06-2015,Credit card,Loan account,Other,Web,27-06-2015,Closed with non-monetary relief,Yes,CR1441233,2043
26-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,26-06-2015,Closed with monetary relief,Yes,CR1441273,1071
26-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,06-07-2015,Closed with explanation,Yes,CR1440376,1628
26-06-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,26-06-2015,Closed with monetary relief,Yes,CR1440197,11329
26-06-2015,Bank account or service,Other bank product/service,Problems caused by my funds being low,Web,26-06-2015,Closed with monetary relief,Yes,CR1440704,1817
26-06-2015,Credit card,Loan account,Rewards,Web,26-06-2015,Closed with non-monetary relief,Yes,CR1439281,3412
26-06-2015,Credit card,Loan account,Billing disputes,Web,26-06-2015,Closed with monetary relief,Yes,CR1440466,1893
26-06-2015,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Web,26-06-2015,Closed with monetary relief,Yes,CR1439463,2614
26-06-2015,Credit card,Loan account,Balance transfer,Web,26-06-2015,Closed with monetary relief,Yes,CR1439474,3451
26-06-2015,Credit card,Loan account,APR or interest rate,Web,26-06-2015,Closed with explanation,Yes,CR1439362,2192
26-06-2015,Bank account or service,Checking account,Using a debit or ATM card,Web,26-06-2015,Closed with explanation,Yes,CR1439414,3710
26-06-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,26-06-2015,Closed with explanation,Yes,CR1439506,4421
26-06-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,26-06-2015,Closed with explanation,Yes,CR1440217,2704
26-06-2015,Bank account or service,Checking account,"Making/receiving payments, sending money",Web,26-06-2015,Closed with explanation,Yes,CR1439383,2844
26-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,26-06-2015,Closed with explanation,Yes,CR1439505,4944
25-06-2015,Bank account or service,Savings account,"Account opening, closing, or management",Web,25-06-2015,Closed with explanation,Yes,CR1439348,3250
25-06-2015,Bank account or service,Savings account,Problems caused by my funds being low,Web,25-06-2015,Closed with monetary relief,Yes,CR1438079,1761
25-06-2015,Bank account or service,Other bank product/service,Problems caused by my funds being low,Web,25-06-2015,Closed with explanation,Yes,CR1439052,3687
25-06-2015,Credit card,Loan account,Billing statement,Web,30-06-2015,Closed with explanation,Yes,CR1437348,11362
25-06-2015,Credit card,Loan account,Balance transfer fee,Web,25-06-2015,Closed with explanation,Yes,CR1439349,538
25-06-2015,Bank account or service,Checking account,Using a debit or ATM card,Web,25-06-2015,Closed with explanation,Yes,CR1438237,11406
25-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,25-06-2015,Closed with explanation,Yes,CR1438219,5145
25-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,25-06-2015,Closed with explanation,Yes,CR1438221,3165
24-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,25-06-2015,Closed with explanation,Yes,CR1437047,2618
24-06-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,25-06-2015,Closed with explanation,Yes,CR1437044,4073
24-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,24-06-2015,Closed with explanation,Yes,CR1435435,8726
24-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,24-06-2015,Closed with explanation,Yes,CR1437042,9606
24-06-2015,Bank account or service,Checking account,Using a debit or ATM card,Web,24-06-2015,Closed with explanation,Yes,CR1435788,923
24-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,24-06-2015,Closed with monetary relief,Yes,CR1435648,11638
24-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,24-06-2015,Closed with monetary relief,Yes,CR1437222,8636
24-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,25-06-2015,Closed with explanation,Yes,CR1437045,2477
24-06-2015,Credit card,Loan account,Billing statement,Web,24-06-2015,Closed with explanation,Yes,CR1435766,5441
24-06-2015,Credit card,Loan account,Forbearance / Workout plans,Web,24-06-2015,Closed with explanation,Yes,CR1437225,3140
24-06-2015,Bank account or service,Savings account,"Account opening, closing, or management",Web,29-06-2015,Closed with explanation,Yes,CR1435700,9196
24-06-2015,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Web,24-06-2015,Closed with non-monetary relief,Yes,CR1436395,1467
24-06-2015,Credit card,Loan account,Delinquent account,Web,24-06-2015,Closed with explanation,Yes,CR1436617,2946
24-06-2015,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Web,24-06-2015,Closed with non-monetary relief,Yes,CR1437230,233
24-06-2015,Credit card,Loan account,Billing disputes,Web,24-06-2015,Closed with explanation,Yes,CR1436664,11732
24-06-2015,Credit card,Loan account,Delinquent account,Web,24-06-2015,Closed with explanation,Yes,CR1436271,4103
24-06-2015,Credit card,Loan account,Billing disputes,Web,25-06-2015,Closed with explanation,Yes,CR1435268,4386
24-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,25-06-2015,Closed with explanation,Yes,CR1436547,358
23-06-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,23-06-2015,Closed with monetary relief,Yes,CR1433361,3029
23-06-2015,Bank account or service,Checking account,"Making/receiving payments, sending money",Web,23-06-2015,Closed with monetary relief,Yes,CR1433314,239
23-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,23-06-2015,Closed with explanation,Yes,CR1434735,11911
23-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,23-06-2015,Closed with explanation,Yes,CR1434303,1060
23-06-2015,Credit card,Loan account,Unsolicited issuance of credit card,Web,23-06-2015,Closed with explanation,Yes,CR1433295,2108
23-06-2015,Credit card,Loan account,Payoff process,Web,23-06-2015,Closed with monetary relief,Yes,CR1433313,2282
23-06-2015,Credit card,Loan account,Billing disputes,Web,26-06-2015,Closed with explanation,Yes,CR1433614,2659
23-06-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,23-06-2015,Closed with monetary relief,Yes,CR1433914,798
23-06-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,23-06-2015,Closed with explanation,Yes,CR1433747,3210
23-06-2015,Credit card,Loan account,Billing disputes,Web,23-06-2015,Closed with explanation,Yes,CR1434612,2488
23-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,26-06-2015,Closed with explanation,Yes,CR1433530,3115
22-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,24-06-2015,Closed with explanation,Yes,CR1431217,13845
22-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,22-06-2015,Closed with explanation,Yes,CR1431515,1106
22-06-2015,Credit card,Loan account,Customer service / Customer relations,Web,22-06-2015,Closed with explanation,Yes,CR1431730,2346
22-06-2015,Credit card,Loan account,Other,Web,24-06-2015,Closed with explanation,Yes,CR1431903,12726
22-06-2015,Credit card,Loan account,Customer service / Customer relations,Web,22-06-2015,Closed with monetary relief,Yes,CR1431162,2800
22-06-2015,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Web,22-06-2015,Closed with explanation,Yes,CR1431825,365
22-06-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,22-06-2015,Closed with explanation,Yes,CR1431270,5365
22-06-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,23-06-2015,Closed with explanation,Yes,CR1431271,2548
21-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,22-06-2015,Closed with explanation,Yes,CR1430988,4299
20-06-2015,Bank account or service,Savings account,"Account opening, closing, or management",Web,22-06-2015,Closed with explanation,Yes,CR1428983,1455
20-06-2015,Bank account or service,Checking account,"Making/receiving payments, sending money",Web,22-06-2015,Closed with explanation,Yes,CR1428806,1246
20-06-2015,Bank account or service,Checking account,Using a debit or ATM card,Web,20-06-2015,Closed with explanation,Yes,CR1428832,13098
20-06-2015,Credit card,Loan account,Unsolicited issuance of credit card,Web,20-06-2015,Closed with non-monetary relief,Yes,CR1428838,6256
20-06-2015,Credit card,Loan account,Credit line increase/decrease,Web,20-06-2015,Closed with explanation,Yes,CR1428975,751
20-06-2015,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Web,22-06-2015,Closed with explanation,Yes,CR1428664,1000
20-06-2015,Credit card,Loan account,Billing disputes,Web,20-06-2015,Closed with explanation,Yes,CR1428799,138
20-06-2015,Bank account or service,Checking account,Using a debit or ATM card,Web,20-06-2015,Closed with explanation,Yes,CR1428816,7914
19-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,19-06-2015,Closed with explanation,Yes,CR1429184,11083
19-06-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,19-06-2015,Closed with explanation,Yes,CR1429594,2903
19-06-2015,Credit card,Loan account,Arbitration,Web,19-06-2015,Closed with explanation,Yes,CR1429257,4630
19-06-2015,Credit card,Loan account,APR or interest rate,Web,19-06-2015,Closed with explanation,Yes,CR1429825,1705
19-06-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,19-06-2015,Closed with monetary relief,Yes,CR1429881,13687
19-06-2015,Bank account or service,Savings account,Deposits and withdrawals,Web,19-06-2015,Closed with monetary relief,Yes,CR1430547,3880
19-06-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,22-06-2015,Closed with explanation,Yes,CR1430691,168
19-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,19-06-2015,Closed with non-monetary relief,Yes,CR1429206,2048
18-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,18-06-2015,Closed with explanation,Yes,CR1427657,3874
18-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,22-06-2015,Closed with explanation,Yes,CR1426799,13285
18-06-2015,Bank account or service,Checking account,"Making/receiving payments, sending money",Web,19-06-2015,Closed with explanation,Yes,CR1428448,1162
18-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,23-06-2015,Closed with non-monetary relief,Yes,CR1427247,5308
18-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,18-06-2015,Closed with non-monetary relief,Yes,CR1426796,3803
18-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,18-06-2015,Closed with explanation,Yes,CR1428171,9798
18-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,18-06-2015,Closed with monetary relief,Yes,CR1427548,11732
18-06-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,18-06-2015,Closed with monetary relief,Yes,CR1427744,3398
18-06-2015,Credit card,Loan account,Billing statement,Web,18-06-2015,Closed with explanation,Yes,CR1427832,915
18-06-2015,Credit card,Loan account,Balance transfer,Web,18-06-2015,Closed with explanation,Yes,CR1428123,11372
18-06-2015,Bank account or service,Checking account,Using a debit or ATM card,Web,22-06-2015,Closed with explanation,Yes,CR1428061,5826
18-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,18-06-2015,Closed with monetary relief,Yes,CR1428350,3961
18-06-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,18-06-2015,Closed with explanation,Yes,CR1427738,2057
18-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,23-06-2015,Closed with explanation,Yes,CR1427890,2756
18-06-2015,Bank account or service,Checking account,Using a debit or ATM card,Web,18-06-2015,Closed with explanation,Yes,CR1428243,2910
18-06-2015,Bank account or service,Checking account,Using a debit or ATM card,Web,23-06-2015,Closed with monetary relief,Yes,CR1426759,1157
17-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,19-06-2015,Closed with explanation,Yes,CR1426469,12325
17-06-2015,Bank account or service,Checking account,Using a debit or ATM card,Web,17-06-2015,Closed with explanation,Yes,CR1424928,8433
17-06-2015,Credit card,Loan account,Billing disputes,Web,17-06-2015,Closed with explanation,Yes,CR1426079,1213
17-06-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,17-06-2015,Closed with monetary relief,Yes,CR1426086,1631
17-06-2015,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Web,17-06-2015,Closed with explanation,Yes,CR1426641,430
17-06-2015,Credit card,Loan account,Other,Web,22-06-2015,Closed with monetary relief,Yes,CR1424942,1272
17-06-2015,Credit card,Loan account,Closing/Cancelling account,Web,29-06-2015,Closed with explanation,Yes,CR1426324,3013
17-06-2015,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Web,17-06-2015,Closed with explanation,Yes,CR1426325,1388
17-06-2015,Bank account or service,Savings account,"Account opening, closing, or management",Web,17-06-2015,Closed with explanation,Yes,CR1425966,2726
17-06-2015,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",Web,24-06-2015,Closed with explanation,Yes,CR1426128,1197
16-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,16-06-2015,Closed with explanation,Yes,CR1424269,4674
16-06-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,18-06-2015,Closed with monetary relief,Yes,CR1423218,2175
16-06-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,18-06-2015,Closed with explanation,Yes,CR1423227,2881
16-06-2015,Credit card,Loan account,Other fee,Web,16-06-2015,Closed with explanation,Yes,CR1423460,2874
16-06-2015,Credit card,Loan account,Other,Web,16-06-2015,Closed with monetary relief,Yes,CR1423153,3901
16-06-2015,Credit card,Loan account,Other,Web,16-06-2015,Closed with non-monetary relief,Yes,CR1423830,2845
16-06-2015,Credit card,Loan account,Other,Web,16-06-2015,Closed with non-monetary relief,Yes,CR1423831,1137
16-06-2015,Credit card,Loan account,Closing/Cancelling account,Web,16-06-2015,Closed with explanation,Yes,CR1423531,2616
16-06-2015,Credit card,Loan account,Other fee,Web,16-06-2015,Closed with non-monetary relief,Yes,CR1423323,2462
15-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,17-06-2015,Closed with monetary relief,Yes,CR1421541,290
15-06-2015,Bank account or service,Checking account,Using a debit or ATM card,Web,11-07-2015,Closed with monetary relief,Yes,CR1421853,4705
15-06-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,15-06-2015,Closed with explanation,Yes,CR1422139,2728
15-06-2015,Bank account or service,Other bank product/service,Deposits and withdrawals,Web,15-06-2015,Closed with explanation,Yes,CR1421421,2013
15-06-2015,Credit card,Loan account,APR or interest rate,Web,18-06-2015,Closed with explanation,Yes,CR1422065,4261
15-06-2015,Credit card,Loan account,Credit line increase/decrease,Web,15-06-2015,Closed with explanation,Yes,CR1422183,4406
15-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,15-06-2015,Closed with explanation,Yes,CR1421904,3850
15-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,15-06-2015,Closed with explanation,Yes,CR1420994,2439
15-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,25-06-2015,Closed with explanation,Yes,CR1421827,723
14-06-2015,Credit card,Loan account,Closing/Cancelling account,Web,20-07-2015,Closed with explanation,Yes,CR1420414,5461
14-06-2015,Credit card,Loan account,Customer service / Customer relations,Web,14-06-2015,Closed with explanation,Yes,CR1420454,5574
14-06-2015,Credit card,Loan account,Billing disputes,Web,18-06-2015,Closed with explanation,Yes,CR1420391,1645
13-06-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,13-06-2015,Closed with monetary relief,Yes,CR1420243,3116
13-06-2015,Bank account or service,Checking account,Using a debit or ATM card,Web,13-06-2015,Closed with explanation,Yes,CR1420199,10095
13-06-2015,Credit card,Loan account,Customer service / Customer relations,Web,13-06-2015,Closed with non-monetary relief,Yes,CR1420172,2308
12-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,12-06-2015,Closed with explanation,Yes,CR1419606,2124
12-06-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,15-06-2015,Closed with explanation,Yes,CR1419903,4033
12-06-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,12-06-2015,Closed with monetary relief,Yes,CR1419624,37
12-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,12-06-2015,Closed with monetary relief,Yes,CR1419352,912
12-06-2015,Bank account or service,Savings account,Deposits and withdrawals,Web,15-06-2015,Closed with explanation,Yes,CR1419877,2393
12-06-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,12-06-2015,Closed with monetary relief,Yes,CR1418515,1644
12-06-2015,Credit card,Loan account,Customer service / Customer relations,Web,15-06-2015,Closed with explanation,Yes,CR1419600,3548
12-06-2015,Credit card,Loan account,Credit determination,Web,15-06-2015,Closed with explanation,Yes,CR1419904,4619
12-06-2015,Credit card,Loan account,Credit determination,Web,17-06-2015,Closed with explanation,Yes,CR1419699,4264
12-06-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,12-06-2015,Closed with explanation,Yes,CR1419005,3949
12-06-2015,Bank account or service,Savings account,Using a debit or ATM card,Web,12-06-2015,Closed with monetary relief,Yes,CR1419704,3274
12-06-2015,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Web,12-06-2015,Closed with monetary relief,Yes,CR1418522,3890
12-06-2015,Bank account or service,Cashing a check without an account,"Making/receiving payments, sending money",Web,12-06-2015,Closed with explanation,Yes,CR1418351,12
12-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,16-06-2015,Closed with explanation,Yes,CR1418383,13923
12-06-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,15-06-2015,Closed with explanation,Yes,CR1419902,1206
11-06-2015,Bank account or service,Savings account,"Account opening, closing, or management",Web,11-06-2015,Closed with explanation,Yes,CR1417309,1147
11-06-2015,Bank account or service,Checking account,Using a debit or ATM card,Web,15-06-2015,Closed with explanation,Yes,CR1417634,3001
11-06-2015,Bank account or service,Checking account,Using a debit or ATM card,Web,11-06-2015,Closed with monetary relief,Yes,CR1416155,3564
